src,relation,dst,extra_json
stmt:spank_chain_payment.updateLCstate.9,containsCall,call:spank_chain_payment.updateLCstate.9.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.10,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.9,hasNext,stmt:spank_chain_payment.updateLCstate.10,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.10,containsAssignment,assign:spank_chain_payment.updateLCstate.10.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.11,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.10,hasNext,stmt:spank_chain_payment.updateLCstate.11,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.11,containsAssignment,assign:spank_chain_payment.updateLCstate.11.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.12,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.11,hasNext,stmt:spank_chain_payment.updateLCstate.12,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.12,containsAssignment,assign:spank_chain_payment.updateLCstate.12.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.13,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.12,hasNext,stmt:spank_chain_payment.updateLCstate.13,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.13,containsAssignment,assign:spank_chain_payment.updateLCstate.13.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.14,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.13,hasNext,stmt:spank_chain_payment.updateLCstate.14,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.14,containsAssignment,assign:spank_chain_payment.updateLCstate.14.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.15,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.14,hasNext,stmt:spank_chain_payment.updateLCstate.15,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.15,containsAssignment,assign:spank_chain_payment.updateLCstate.15.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.16,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.15,hasNext,stmt:spank_chain_payment.updateLCstate.16,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.16,containsAssignment,assign:spank_chain_payment.updateLCstate.16.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.17,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.16,hasNext,stmt:spank_chain_payment.updateLCstate.17,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.17,containsAssignment,assign:spank_chain_payment.updateLCstate.17.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.18,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.17,hasNext,stmt:spank_chain_payment.updateLCstate.18,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.18,containsAssignment,assign:spank_chain_payment.updateLCstate.18.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.updateLCstate,containsStmt,stmt:spank_chain_payment.updateLCstate.19,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.18,hasNext,stmt:spank_chain_payment.updateLCstate.19,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.updateLCstate.19,containsCall,call:spank_chain_payment.updateLCstate.19.1,"{""_layers"": [""stage1_ast""]}"
contract:spank_chain_payment,hasFunction,function:spank_chain_payment.initVCstate,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,hasModifier,modifier:spank_chain_payment.initVCstate.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,entryPointIs,stmt:spank_chain_payment.initVCstate.1,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.1,containsRequire,require:spank_chain_payment.initVCstate.1.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.2,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.1,hasNext,stmt:spank_chain_payment.initVCstate.2,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.2,containsRequire,require:spank_chain_payment.initVCstate.2.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.3,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.2,hasNext,stmt:spank_chain_payment.initVCstate.3,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.3,containsRequire,require:spank_chain_payment.initVCstate.3.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.4,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.3,hasNext,stmt:spank_chain_payment.initVCstate.4,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.4,containsRequire,require:spank_chain_payment.initVCstate.4.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.5,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.4,hasNext,stmt:spank_chain_payment.initVCstate.5,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.5,containsCall,call:spank_chain_payment.initVCstate.5.1,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.5,containsCall,call:spank_chain_payment.initVCstate.5.2,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.5,containsCall,call:spank_chain_payment.initVCstate.5.3,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.6,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.5,hasNext,stmt:spank_chain_payment.initVCstate.6,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.6,containsRequire,require:spank_chain_payment.initVCstate.6.1,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.6,containsCall,call:spank_chain_payment.initVCstate.6.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.7,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.6,hasNext,stmt:spank_chain_payment.initVCstate.7,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.7,containsRequire,require:spank_chain_payment.initVCstate.7.1,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.7,containsCall,call:spank_chain_payment.initVCstate.7.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.8,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.7,hasNext,stmt:spank_chain_payment.initVCstate.8,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.8,containsAssignment,assign:spank_chain_payment.initVCstate.8.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.9,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.8,hasNext,stmt:spank_chain_payment.initVCstate.9,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.9,containsAssignment,assign:spank_chain_payment.initVCstate.9.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.10,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.9,hasNext,stmt:spank_chain_payment.initVCstate.10,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.10,containsAssignment,assign:spank_chain_payment.initVCstate.10.1,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.10,containsCall,call:spank_chain_payment.initVCstate.10.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.11,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.10,hasNext,stmt:spank_chain_payment.initVCstate.11,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.11,containsAssignment,assign:spank_chain_payment.initVCstate.11.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.12,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.11,hasNext,stmt:spank_chain_payment.initVCstate.12,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.12,containsAssignment,assign:spank_chain_payment.initVCstate.12.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.13,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.12,hasNext,stmt:spank_chain_payment.initVCstate.13,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.13,containsAssignment,assign:spank_chain_payment.initVCstate.13.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.14,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.13,hasNext,stmt:spank_chain_payment.initVCstate.14,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.14,containsAssignment,assign:spank_chain_payment.initVCstate.14.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.15,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.14,hasNext,stmt:spank_chain_payment.initVCstate.15,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.15,containsAssignment,assign:spank_chain_payment.initVCstate.15.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.16,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.15,hasNext,stmt:spank_chain_payment.initVCstate.16,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.16,containsAssignment,assign:spank_chain_payment.initVCstate.16.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.17,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.16,hasNext,stmt:spank_chain_payment.initVCstate.17,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.17,containsAssignment,assign:spank_chain_payment.initVCstate.17.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.initVCstate,containsStmt,stmt:spank_chain_payment.initVCstate.18,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.17,hasNext,stmt:spank_chain_payment.initVCstate.18,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.18,containsCall,call:spank_chain_payment.initVCstate.18.1,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.initVCstate.18,containsCall,call:spank_chain_payment.initVCstate.18.2,"{""_layers"": [""stage1_ast""]}"
contract:spank_chain_payment,hasFunction,function:spank_chain_payment.settleVC,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,hasModifier,modifier:spank_chain_payment.settleVC.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,entryPointIs,stmt:spank_chain_payment.settleVC.1,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.1,containsRequire,require:spank_chain_payment.settleVC.1.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.2,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.1,hasNext,stmt:spank_chain_payment.settleVC.2,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.2,containsRequire,require:spank_chain_payment.settleVC.2.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.3,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.2,hasNext,stmt:spank_chain_payment.settleVC.3,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.3,containsRequire,require:spank_chain_payment.settleVC.3.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.4,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.3,hasNext,stmt:spank_chain_payment.settleVC.4,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.4,containsRequire,require:spank_chain_payment.settleVC.4.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.5,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.4,hasNext,stmt:spank_chain_payment.settleVC.5,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.5,containsRequire,require:spank_chain_payment.settleVC.5.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.6,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.5,hasNext,stmt:spank_chain_payment.settleVC.6,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.6,containsRequire,require:spank_chain_payment.settleVC.6.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.7,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.6,hasNext,stmt:spank_chain_payment.settleVC.7,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.7,containsCall,call:spank_chain_payment.settleVC.7.1,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.7,containsCall,call:spank_chain_payment.settleVC.7.2,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.8,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.7,hasNext,stmt:spank_chain_payment.settleVC.8,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.8,containsRequire,require:spank_chain_payment.settleVC.8.1,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.8,containsCall,call:spank_chain_payment.settleVC.8.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.9,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.8,hasNext,stmt:spank_chain_payment.settleVC.9,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.9,containsAssignment,assign:spank_chain_payment.settleVC.9.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.10,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.9,hasNext,stmt:spank_chain_payment.settleVC.10,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.10,containsAssignment,assign:spank_chain_payment.settleVC.10.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.11,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.10,hasNext,stmt:spank_chain_payment.settleVC.11,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.11,containsAssignment,assign:spank_chain_payment.settleVC.11.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.12,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.11,hasNext,stmt:spank_chain_payment.settleVC.12,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.12,containsAssignment,assign:spank_chain_payment.settleVC.12.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.13,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.12,hasNext,stmt:spank_chain_payment.settleVC.13,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.13,containsAssignment,assign:spank_chain_payment.settleVC.13.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.14,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.13,hasNext,stmt:spank_chain_payment.settleVC.14,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.14,containsAssignment,assign:spank_chain_payment.settleVC.14.1,"{""_layers"": [""stage1_ast""]}"
function:spank_chain_payment.settleVC,containsStmt,stmt:spank_chain_payment.settleVC.15,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.14,hasNext,stmt:spank_chain_payment.settleVC.15,"{""_layers"": [""stage1_ast""]}"
stmt:spank_chain_payment.settleVC.15,containsAssignment,assign:spank_chain_payment.settleVC.15.1,"{""_layers"": [""stage1_ast""]}"
